aDNAID,CitationID,Country,Resampled,Site description,Multiple names,Geolocation,Overall chronology,Sample chronology,References,Culture,IndividualID,Anthropological sex,Anthropological age,Grave,Body positioning,Body arrangement,Grave goods,14C,Images,notes,...22
"Grave 169, single burial, 597 (I12460)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.1,0,0,NA,NA
TMH-199,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,1,0,NA,NA
"Grave 174, Individual 2 (B) of a double burial, 710 (I12981)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
"Grave 176, Individual 2 in a double burial, 932 (I13221)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
"Grave 178, Individual 1 (B) in a double burial, 711 (I12982)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
"Grave 178, Individual 2 (A) in a double burial, 938 (I13227)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
TTSZ-43,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,1,0,NA,NA
"Grave 182, single burial, 933 (I13222)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.2,0,0,NA,NA
"Grave 186, single burial, 603 (I12465)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1.2,0,0,NA,NA
"Grave 187, Individual 1 (B) in a double burial, 611 (I12473)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.1,0,0,NA,NA
"Grave 191, single burial (I5399)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,0,0,0,NA,NA
"Grave 194, Individual 2 (A) of a double burial, 598 (I12461)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
"Grave 2, Individual 2 in a triple burial, BKOT4 (I6548)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
VPB-310,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,1,0,NA,NA
"Grave 2, single burial, DA-SIM0317-077 (I7722)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,0,0,0,NA,NA
"Grave 204, single burial, 610 (I12472)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
"Grave 209, single burial, 615 (I12477)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.2,0,0,NA,NA
"Grave 233, single burial, 583 (I12446)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.1,0,0,NA,NA
NEO130,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,1,1.2,0,0,0,0,1,0,NA,NA
NEO137,allen2024a,Hungary,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
NEO140,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
NEO142,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
NEO143,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
NEO145,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
NEO147,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,0,1,0,NA,NA
NEO148,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,0,1,0,NA,NA
NEO149,allen2024a,Hungary,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
"Grave 234, single burial, 613 (I12475)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,NA,NA
"38, T.38B (I8724)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1.1,1,0,NA,NA
"Grave 237, Individual 1 (A) in a double burial, 563 (I12144)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1.2,0,0,NA,NA
"Grave 237, Individual 2 (B) in a double burial, 562 (I12143)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1.2,0,0,NA,NA
"Grave 26, Individual 2 (B) in a triple burial, 930 (I13219)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
"Grave 26, Individual 3 (A) in a triple burial, 586 (I12449)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
"Grave 26, Individual 3 (C) in a triple burial, 695 (I12968)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1.2,0,0,NA,NA
"Grave 27, Individual in a double burial, DA-UDE0317-020 (I3261)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1.2,0,0,0,1.2,0,1,problems with individual identification reported in detail,NA
"Grave 3, single burial, DA-SIM0317-037 (I7719)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,0,0,0,NA,NA
"Grave 30, single burial, 600 (I12463)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.2,0,0,NA,NA
"Grave 31 (?), unassigned skeleton probably in a multiple burial, PARWAK 32 (I11565)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,missing information reported,NA
"415, Grave 406 (I11471)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,0,1.2,1,1,0,1.1,1,0,NA,NA
"Grave 31, Skeleton 2 in a multiple burial, PARWAK 28 (I11562)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,0,1.2,1,1,0,1,0,0,NA,NA
"Grave 35, single burial, 581 (I12444)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
"Grave 4, Individual 1 in a double burial, UDG60, DA-UDE0317-034 (I6198)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,0,1.2,1,1.2,1.2,1.1,0,1,NA,NA
"Grave 4, Individual 2 in a double burial, UDG58, DA-UDE0317-48 (I6197)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,0,1.2,1,1,1,0,0,1,NA,NA
"423, IRW Grave 4 (I11479)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,0,1.2,1,0,0,1.2,1,0,NA,NA
"Grave 4, single burial, DA-SIM0317-084 (I7723)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1.3,0,1.2,0,0,0,0,NA,NA
"Grave 46, single burial, 585 (I12448)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0.5,1.1,1,0,0,1.2,0,0,NA,NA
"Grave 49, Individual 2 in a multiple burial, T.49b (I6547)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,missing information reported,NA
"48, IRL G-48 (I8725)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,NA,NA
"Grave 5, Individual 2 in a double burial, DA-SIM0317-029 (I7718)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
"F10, B1 S3 (I4241)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,1.1,1,1,1,0,1,0,NA,NA
"F11, 3 (I4243)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,NA,NA
"F11, 4 + F11, B3 3 (I4349)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
"F11, B3 1 (I4351)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,1.2,1,1,1,0,1,0,NA,NA
"FH5, F10 B1 prenatal (I2323)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,1.1,1,1,1,0,1,0,NA,NA
"FH8, K10 B1 (I2327)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,1.2,1,1,1,0,1,0,NA,NA
"FH9, F10 B1 skull 7 (I2328)",naras2019a,Iran,0,1,0,1,1,1,1,0,1,1,1.1,1,1,1,0,1,0,NA,NA
GD1150 (I1955),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,1,1.2,0,0,0,0,1,0,NA,NA
GD13A (I1290),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,1,1.2,0,0,0,0,1,0,NA,NA
"Grave 51, Individual 8 in a multiple burial, T. 51, upper chamber (I6551)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,missing information reported,NA
"Grave 6, Individual 1 in a double burial, DA-UDE0317-032 (I6901)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,0,1.2,1,1.2,1.1,1.1,0,1,NA,NA
"Grave 60, Individual 1 (A or B?) in a double burial, 593 (I12456)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
GD22 (I1947),naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.1,1,0,0,0,1,0,NA,NA
"Grave 61, single burial, 609 (I12471)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,NA,NA
"Grave 65, Individual 2 (A) in a double burial, 594 (I12457)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.1,0,0,NA,NA
GD39 (I1951),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.2,0,0,0,0,1,0,NA,NA
"Grave 68, Individual 2 (A) in a double burial, 604 (I12466)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,1,1.1,1,1.2,0,1,0,0,NA,NA
GD41 (I1954),naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.3,1,0,0,0,1,0,NA,NA
HotuIIIb (I1293),lazar2016a,Iran,0,1,0,1,1,1,1,0,1,0.5,1.3,0,0,0,0,1,0,NA,NA
SG11 (I1670),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
SG16 (I1661),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
SG19 (I1665),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
SG2 (I1671),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
SG21 (I1674),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
SG7 (I1662),lazar2016a,Iran,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
"Grave 70, Individual 1 in a double secondary burial, 935 (I13224)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
"TH16-11, 33-16-11 (DG36 X 16) (I2921)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.1,0,0,0,0,1,0,NA,NA
"TH16-110, 33-16-110 (DF19 X 55) (I2925)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH16-118, 33-16-118 (DF29 X 2) (I2512)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH16-12, 33-16-12 (DG36 X 18) (I2922)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH16-2, 33-16-2 (CG95 X 4) (I2918)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH16-4, 33-16-4 (CG95 X 7) (I2335)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.1,0,0,0,0,1,0,NA,NA
"TH16-51, 33-16-51 (CH95 X 1) (I2923)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH16-56, 33-16-56 (DF07 X 6) (I2924)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH23-124, 33-23-124 (DF16 X 2) (I2927)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH23-13, 33-23-113 (DH06 X1) (I2513)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH23-205, 33-23-205 (DG11 X 35) (I2928)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH23-73, 33-23-73 (CS31 X 4) (I2514)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"TH23-9, 33-23-9 (DG96 X 49) (I2337)",naras2019a,Iran,0,1,0,1,0,1,1,0,1,1,1.2,0,0,0,0,1,0,NA,NA
NEO816*,allen2024a,Iran,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,0,0,1,0,NA,NA
NEO817,allen2024a,Iran,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,0,1,0,NA,NA
NEO819,allen2024a,Iran,0,1,0,1,1,1,1,0,1,0,1.3,1,1,1,0,1,0,NA,NA
"Grave 70, Individual 2 in a double secondary burial, T70B, 934 (I13223)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
"Grave 76, Individual 1 in a double burial (I8997)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
Nat13/Homo18 (I1687),lazar2016a,Israel,0,1,0,1,1,1,1,1,0,0,1.3,0,0,0,0,1,0,NA,NA
"Grave 78, single burial (I8998)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
"Grave 79, single burial, 584 (I12447)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1,0,0,NA,NA
"Grave 80, Individual 1 in a double burial (I8999)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.2,0,0,NA,NA
"Grave 85 Individual 1 in a double burial, 545 (I12136)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1.2,0,0,NA,NA
Continenza,fu2016a,Italy,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
"Grave 9, Individual 1, DA-SIM0317-114 and DA-SIM0317-125 (I6894)",naras2019a,Pakistan,0,1,0,1,1,1,1,0,1,1,1.2,0,1.2,0,0,0,0,NA,NA
I2158 / Oriente C,mathi2018a,Italy,0,1,0,1,1,1,1,1,1,1,1.3,1,1.2,1.1,1.2,1.2,0,NA,NA
"I2477/Tomb1, ind A",olald2018a,Italy,0,1,0,1,1,1,1,1,1,1,1.2,1,0,0,1,1.1,0,NA,NA
"I2477/Tomb1, ind B",olald2018a,Italy,0,1,0,1,1,1,1,1,1,1,1.2,1,1.1,1.1,1,1,0,NA,NA
"Grave 9, single burial, 595 (I12458)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1.1,0,0,NA,NA
"Grave 90, single burial, 561 (I12142)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,1,1.2,0,1,0,0,NA,NA
"Grave 90, single burial, 716 (I12987)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0,1.2,0,0,NA,NA
Ostuni1,fu2016a,Italy,0,1,0,1,1,1,1,1,1,1,1.2,1,0,0,1.1,1,0,NA,NA
Ostuni2,fu2016a,Italy,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.1,1,0,NA,NA
Paglicci108,fu2016a,Italy,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
Paglicci133,fu2016a,Italy,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
Paglicci71,fu2016a,Italy,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA
RISE486,allen2015a,Italy,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
RISE487,allen2015a,Italy,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
RISE489,allen2015a,Italy,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,1,0,NA,NA
Villabruna,fu2016a,Italy,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,NA,NA
NEO695,allen2024a,Italy,0,1,0,1,1,1,1,0,1,1,1.1,0,0,0,1,1,0,NA,NA
NEO806,allen2024a,Italy,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
"Grave unrecorded (25?), Individual 1/?, ID 3542, 587 (I12450)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,NA,NA
"Grave unrecorded, 559 (I12140)",naras2019a,Pakistan,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,no data available for the individual,NA
NEO830,allen2024a,Italy,0,1,0,1,1,1,1,0,1,0,1.1,0,0,0,0,1,0,NA,NA
NEO834,allen2024a,Italy,0,1,0,1,1,1,1,0,1,1,1.1,0,0,0,0,1,0,NA,NA
I2434 / 5.3,mathi2018a,Poland,0,1,0,1,1,1,1,1,1,1,1.2,0,1,1,0,0,0,NA,NA
AG_84_3083_116 (I1730),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
I2441 / 8.5,mathi2018a,Poland,0,1,0,1,1,1,1,1,1,1,1.1,0,1,1,0,0,0,NA,NA
"I6580/HB0024, feature 14",olald2018a,Poland,0,1,0,1,1,1,0,1,1,1,1.2,1,1.2,1.1,1.2,0,0,NA,NA
AG83_3 (I1701),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
AG83_5 (I1707),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
pcw062,linde2020a,Poland,0,1,0,1,1,1,0,1,1,1,1.2,1,1.2,1.1,1.2,0,1.1,NA,NA
pcw110,linde2020a,Poland,0,1,0,1,1,1,1,1,1,0.5,1.3,1,1.2,1.1,1.1,0,1.1,NA,NA
AG84/2 (I1415),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
pcw211,linde2020a,Poland,0,1,0,1,1,1,1,1,1,1,1.3,1,1.1,0,1.1,0,1.1,NA,NA
pcw250,linde2020a,Poland,0,1,0,1,1,1,1,1,1,1,0,1,1.2,1.1,1,0,1.1,NA,NA
pcw270,linde2020a,Poland,0,1,0,1,1,1,1,1,1,0.5,1.3,1,1,1,0,0,1.1,NA,NA
AG89_1 (I1704),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
AG98_1 (I1705),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
AG98_2 (I1706),lazar2016a,Jordan,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
"Kurgan 1, Burial 2 (I11732)",naras2019a,Kazakhstan,0,1,1,1,0,1,0,0,1,1,1.2,1,1.2,1.1,1,1,0,"no Russian/Kazakh name, only a different English writing",NA
"KZ-AKT-001, object 7, Burial enclosure 2, Grave 1 (I4264)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,0,1,1.3,1.1,1.2,1,0,NA,NA
"KZ-AKT-003, Object 7, Burial enclosure 2, Grave 3 (I4265)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0.5,1.1,1,1.2,1.1,1.2,1,0,NA,NA
"KZ-KUZ-001, Grave 46 (I4784)",naras2019a,Kazakhstan,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,NA,NA
"14d, ctx 20, level 2, ZA-0238 (I3453)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
"Al-1, kurgan 2 (I3767)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,1,1.2,0,0,0,0,1,0,NA,NA
"BI No 20 Grave 24, Section D-4 (I3860)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,1,1.2,1,1,1,1,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
"BI No 21, Burial 34 (I3788)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,1,1.2,1,1.2,1.1,1.1,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
"BI No 22, Grave 4 (I3861)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,1,1.2,1,1.3,1.1,1.2,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
pcw280,linde2020a,Poland,0,1,0,1,1,1,1,1,1,0,1.3,1,1,1,1.2,0,1.1,NA,NA
pcw362,linde2020a,Poland,0,1,0,1,0,1,1,1,1,0.5,1.2,1,1.2,0,1.2,0,1.1,NA,NA
pcw420,linde2020a,Poland,0,1,0,1,0,1,1,1,1,1,1.2,1,1.2,1,1.2,0,1.1,NA,NA
"CII No 43, stone fencing 1, extension 1 (I3976)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1.1,1.2,1,0,NA,NA
"CII No 44, stone fencing 27 (I3977)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,1,1,1,1.2,1,1.3,1.3,1.2,1,0,NA,NA
"CII No 51, stone fencing 43, skull 1 (I3753)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,1,1.2,1,1.3,1.1,1.2,1,0,NA,NA
"CII-47, stone fencing 35, grave 1 (I3763)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,1,1.2,1,1.2,1.1,1.2,1,0,NA,NA
"CII-52, stone fencing 90 (I3770)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,1,1,1,1.2,1,0,0,1.2,1,0,NA,NA
"CII-56, stone fencing 34, Skeleton 2 (I3772)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,1,1,1,1.2,1,1.2,1.1,1.1,1,0,NA,NA
"DL-BR1-B, CTX 2-B3, #21, individual 2, Dali 1, burial 1 (I3448)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,NA,NA
"DL-Br-2, sample KZBR-2-012, individual 1 (I1931)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,1,1.1,1,1,1,1.1,1,0,NA,NA
"DL-OP2-B, #41 (I3447)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,NA,NA
"Kurgan 1, burial 10 (I11737)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
"Kurgan 1, burial 2 (I11735)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,NA,NA
pcw430,linde2020a,Poland,0,1,0,1,0,1,1,1,1,1,1.2,0,1.2,1.1,1.2,0,0,NA,NA
"Kurgan 1, Burial 4 (I11736)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,NA,NA
I1970/V-2,olald2018a,Portugal,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA
I6466/RISE1183,olald2018a,Portugal,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA
"Kurgan 4, Burial 1, skeleton 1 (I11531)",naras2019a,Kazakhstan,0,1,1,1,0,1,0,0,1,0,1.1,1,1.2,1.1,0,1,0,"no Russian/Kazakh name, only a different English writing",NA
"Kurgan 4, Burial 1, skeleton 2 (I11734)",naras2019a,Kazakhstan,0,1,1,1,0,1,0,0,1,0.5,1.3,0,0,0,0,1,0,"no Russian/Kazakh name, only a different English writing",NA
"Kurgan 6, Burial 10 (I11501)",naras2019a,Kazakhstan,0,1,1,1,0,1,0,0,1,1,1.1,1,1.2,0,0,1,0,"no Russian/Kazakh name, only a different English writing",NA
"KZ-AKT-002, Object 7, Burial enclosure 2, Grave 2 (I4773)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,0,1,1.3,1.1,0,1,0,NA,NA
I6467/RISE1184,olald2018a,Portugal,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA
"KZ-AKT-008, Object 7, Kurgan 4 (I4774)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,0,1,1.2,1.1,1.2,1,0,NA,NA
"KZ-DJA-001 + KZ-DJA-002, Oy-Dzhaylau 7, Construction 3, Grave 1, bones without skull (I4789)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
"KZ-DJA-004, Oy-Dzhaylau 7a, Grave 7 (Construction 3) (I4790)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
"KZ-DJA-005, Oy-Dzhaylau 7, Grave 4 (I7060)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
"KZ-DJA-006, Oy-Dzhaylau 7, Grave 5 (Construction 3) (I4791)",naras2019a,Kazakhstan,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,multiple names: no Russian/Kazakh name but a different English spelling,NA
"KzHS7, individual 1, Dali 1, burial 1 (I0507)",naras2019a,Kazakhstan,0,1,0,1,1,1,1,0,1,1,1.1,1,0,0,0,1,0,NA,NA
"KZ-KAN-002 + KZ-KAY-002, Kairan I, Enclosure 7b (I4318)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,0,1,1.2,1,1.2,1,0,NA,NA
"KZ-KAN-004, Kairan I, Enclosure 7a, Grave 2 (I4566)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,NA,NA
"KZ-KAN005, Kairan I, Enclosure 5, Grave 2 (I4776)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,1.1,1,0,0,1.1,1,0,NA,NA
"KZ-KAN-006, Kairan I, Enclosure 1, Grave 1 (I4567)",naras2019a,Kazakhstan,0,1,0,1,1,1,0,0,1,0,1.1,1,1.2,1.1,1.1,1,0,NA,NA
"KZ-KAR-002, Karagash 1994, КВ. 4Г. Grave 3 (I4262)",naras2019a,Kazakhstan,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,NA
"KZ-KAR-003, KV. 1V, Grave 2, 1994 (I4778)",naras2019a,Kazakhstan,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,NA
"KZ-KAR-004, Karagash 1994, КВ. 1A. Grave 1 (I4263)",naras2019a,Kazakhstan,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,NA
