aDNAID,CitationID,Country,Resampled,Site description,Multiple names,Geolocation,Overall chronology,Sample chronology,References,Culture,IndividualID,Anthropological sex,Anthropological age,Grave,Body positioning,Body arrangement,Grave goods,14C,Images,notes,...22
PULE1.22,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,1.2,0,1.1,0,0,NA,NA
PULE1.23,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,0,0,0,0,0,NA,NA
PULE1.24,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
PULE1.26,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
PULE1.9,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
RISE479,allen2015a,Hungary,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
ROT3/I0060,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,1.3,1,0,0,0,1,0,NA,NA
ROT4/I0111,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,NA,NA
ROT6/I0108,haak2015a,Germany,0,1,0,1,1,1,1,1,1,0,1.1,1,0,0,0,1,0,NA,NA
RISE480,allen2015a,Hungary,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
UNTA121_FK61,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1,0,0,1.1,1,1,0,NA,NA
UNTA58_146,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1,0,1.2,1,1,1,0,NA,NA
UNTA58_147,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1,0,1.2,1,1,1,0,NA,NA
RISE483,allen2015a,Hungary,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
UNTA58_149,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1,0,1.2,1,1,1,0,NA,NA
UNTA58_150,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1,0,1.2,1,1,1,0,NA,NA
UNTA58_151,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1.2,1,0,1.2,1,1,1,0,NA,NA
UNTA58_152,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1,1,1.2,1,1,1,0,NA,NA
UNTA58_153,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1,0,1.2,1,0,1,0,NA,NA
UNTA58_67,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1,1,1.2,1.1,1.2,1,0,NA,NA
UNTA58_68Sk1,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1,1,0,1.1,1,1.2,0,NA,NA
UNTA58_68Sk2,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1,1,0,1.1,1,1,0,NA,NA
UNTA85_110,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1.2,0,0,1.1,1,1,0,NA,NA
UNTA85_113,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1.2,0,0,1.1,1,1,0,NA,NA
UNTA85_1163,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.2,0,0,1.1,1,1,0,NA,NA
UNTA85_1334,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1.2,0,0,1.1,1,1,0,NA,NA
UNTA85_1336,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1.2,0,0,1.1,1,1,0,NA,NA
UNTA85_1343,mittn2019a,Germany,0,1,1,1,1,1,1,1,0,1,1.2,0,0,1.1,1,1,0,NA,NA
UNTA85_1412,mittn2019a,Germany,0,1,1,1,1,1,1,0,1,1,1.3,0,0,0,1,1,0,NA,NA
UNTA89_FK231,mittn2019a,Germany,0,1,1,1,1,1,0,1,0,1,1,1,1.2,1.1,1.2,1,0,NA,NA
UWS4/I0054,haak2015a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
WEHR_1192SkA,mittn2019a,Germany,0,1,0,1,1,1,1,1,1,1,1.2,1,1.2,1.1,1.2,1,0,NA,NA
WEHR_1192SkB,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,1,0,1.1,1,1,0,NA,NA
WEHR_1193,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,0,0,1,1,0,NA,NA
WEHR_1375,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,0,0,1,1,0,NA,NA
WEHR_1380,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,0,0,1,1,0,NA,NA
WEHR_1414,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.2,0,0,0,1,1,0,NA,NA
WEHR_1415adult,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.3,1,0,0,1,1,0,NA,NA
WEHR_1415child,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.3,1,0,0,1,1,0,NA,NA
WEHR_1474,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.3,0,0,0,1,1,0,NA,NA
WEHR_1564,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.3,0,0,0,1,1,0,NA,NA
WEHR_1586,mittn2019a,Germany,0,1,0,1,1,1,1,0,1,1,1.3,0,0,0,1.1,1,0,NA,NA
RISE484,allen2015a,Hungary,0,0,0,0,0,0,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
TIDO3a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.2,1,1,0,1,0,0,NA,NA
TISO_1,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.3,1,0,0,0,0,0,NA,NA
TISO_11,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,0,0,NA,NA
TISO_3,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1.2,0,0,0,0,NA,NA
TOLM_2,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,1,1.2,0,1,0,0,NA,NA
TOSM_1,lipso2017a,Hungary,0,1,1,1,0,1,1,1,1,1,1.2,0,0,0,0,0,0,NA,NA
TOSM_3,lipso2017a,Hungary,0,1,1,1,0,1,1,1,1,0.5,1.3,0,0,0,0,0,0,NA,NA
VEGI_18,lipso2017a,Hungary,0,1,0,1,1,1,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
VEGI_3,lipso2017a,Hungary,0,1,0,1,1,1,0,1,1,1,1.1,0,0,0,0,0,0,NA,NA
VEJ_12,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,1.2,0,0,0,0,NA,NA
VEJ_5,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,0,0,1,0,0,NA,NA
Vors_1,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.2,0,1.2,0,0,NA,NA
VSM_3,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,1.1,1,0,0,NA,NA
AGY-75,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
AGY-87,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
BDB001.merged,rivol2020a,Germany,0,1,0,1,1,1,1,0,1,1,1.1,1,1.1,0,1.1,1,0,NA,NA
BOT004,rivol2020a,Germany,1,1,0,1,1,1,1,0,1,1,1.1,1,1.2,0,1.2,1,0,full description,NA
BOT005,rivol2020a,Germany,1,1,0,1,1,1,1,0,1,0,1.3,1,1.2,0,1,1,0,full description,NA
HBS002,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ALT-224,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
ALT-369,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1.2,0,0,NA,NA
ALT-412,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
HBS007,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ALT-414,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
ALT-442,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
PEN001_real1,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
PEN001_real2,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
PEN003,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
ALT-596,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
AN-286,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1,0,1.1,0,0,NA,NA
AN-376,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.3,1,1,0,1.1,0,0,NA,NA
ANY-4027,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,1,0,0,1.1,0,0,NA,NA
ARK-11,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,0,0,NA,NA
ARK-17,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.1,1,0,0,1,0,0,NA,NA
ARK-19,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.1,0,0,0,1,0,0,NA,NA
ARK-20,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
ARK-48,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.2,0,0,NA,NA
ARK-6,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.1,0,0,0,1,0,0,NA,NA
SMH004,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
TGM008,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
TGM009,rivol2020a,Germany,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN164,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN165,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
BK-2,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
XN167,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN168,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN169,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN170,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN171,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN172,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN173,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN174,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN175,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN178,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN180,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN182,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN183,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN188,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN191,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
CS-465,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,1.1,0,0,NA,NA
XN206,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
CSB-3,marót2022a,Hungary,0,1,0,1,1,1,1,0,1,1,1.1,1,1,1.1,1.2,0,0,NA,NA
XN211,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
XN215,rivol2020a,Germany,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
CSB-9,marót2022a,Hungary,0,1,0,1,1,1,1,0,1,1,1.1,1,1,0,1.1,0,0,NA,NA
CSPF-182,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
CSPF-213,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.2,0,0,NA,NA
CSPF-37,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.2,0,0,NA,NA
CSU-11,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
DK-701,marót2022a,Hungary,0,1,0,1,0,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
NEO847,allen2024a,Great Britain,0,1,1,1,1,1,1,0,1,1,1.3,1,0,0,0,1,0,NA,NA
NEO624,allen2024a,Great Britain,0,1,0,1,0,1,1,0,1,0.5,1.1,1,0,0,0,1,0,NA,NA
NEO625,allen2024a,Great Britain,0,1,0,1,0,1,1,0,1,0,1.1,1,0,0,0,1,0,NA,NA
NEO626,allen2024a,Great Britain,0,1,0,1,0,1,1,0,1,0,1.1,1,0,0,0,1,0,NA,NA
NEO627,allen2024a,Great Britain,0,1,0,1,0,1,1,0,1,0.5,1.1,1,0,0,0,1,0,NA,NA
NEO630,allen2024a,Great Britain,0,1,0,1,0,1,1,0,1,0,1.1,1,0,0,0,1,0,NA,NA
NEO717,allen2024a,Great Britain,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,NA,NA
HGO-26,marót2022a,Hungary,0,1,0,1,0,1,1,1,1,1,1.1,0,0,0,0,0,0,NA,NA
HH-102,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
HH-22,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
HMSZ-157,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
HMSZ-229,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
A2197 (I2937),lazar2017a,Greece,0,1,0,0,1,1,1,0,1,1,1.3,1,1.1,0,0,1,0,NA,NA
HMSZ-231,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,0,0,NA,NA
HMSZ-245,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,0,0,NA,NA
HMSZ-43,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,0,0,NA,NA
I2318 / FR115,mathi2018a,Greece,0,1,0,1,1,1,1,0,0,0.5,1.3,0,0,0,0,1,0,NA,NA
I3708 / A561,mathi2018a,Greece,0,1,0,1,1,1,1,0,0,0.5,1.3,1,1,1,0,1.2,0,NA,NA
I3709 / A236,mathi2018a,Greece,0,1,0,1,1,1,1,0,0,1,1.2,1,1,1,0,1,0,NA,NA
I3920/A68,mathi2018a,Greece,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,NA,NA
I5427 / A2055,mathi2018a,Greece,0,1,0,1,1,1,1,0,0,0.5,1.3,1,1,1,0,1,0,NA,NA
HMSZ-86,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
HMSZ-88,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
IBE-106,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
IBE-107,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
IBE-116,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
Peristeria4 (I9033),lazar2017a,Greece,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,NA,NA
BAM25a/I0174,haak2015a,Hungary,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
SZEH4b/I0176,haak2015a,Hungary,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,NA
IBE-154,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
ALE_14,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,0.5,1.3,1,1.2,0,1.2,1,0,NA,NA
ALE_15,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,1,1.2,0,1.1,1,0,NA,NA
ALE_4,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,1,1.2,0,1,1,0,NA,NA
BAL_25,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,1.2,0,1,1,0,NA,NA
IBE-161,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.3,1,0,0,1.2,0,0,NA,NA
BAM_13,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,0.5,1.3,0,1.2,0,1,1,0,NA,NA
BAM_17b,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,0.5,1.3,0,0,0,0,1,0,NA,NA
BAM_25,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.2,0,1.2,0,0,1,0,NA,NA
BAM_4a,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,1.2,0,1,1,0,NA,NA
IBE-206,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,0.5,1.3,0,0,0,1.1,0,0,NA,NA
BR1,gamba2014a,Hungary,0,1,0,0,1,1,1,1,1,0,0,0,1.2,0,1.2,1,1.3,multiple names: no number,NA
BR2,gamba2014a,Hungary,0,1,0,0,1,1,1,1,1,0.5,1.3,1,0,0,1,1,1.3,multiple names: no number,NA
IBE-90,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1,0,0,NA,NA
JHT-130,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
JHT-154,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
K1-1,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
K1-10,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
CO1,gamba2014a,Hungary,0,1,1,0,1,1,0,1,1,1,1.1,0,1.2,0,0,1,1.3,NA,NA
K1-3286,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,1,1,1,1,0,0,NA,NA
CSAT25a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,1,1,1,1,1,0,NA,NA
K2-16,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
K2-18,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
K2-26,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
FAGA_2,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,1,1,0,NA,NA
K2-29,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
K2-33,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,0.5,1.1,0,0,0,1.1,0,0,NA,NA
K2-52,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
K2-61,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
K3-12,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
GEN_15,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,0,1,0,NA,NA
K3-13,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
GEN_17a,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,1,0,NA,NA
GEN_18,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,1,1.2,0,0,1,0,NA,NA
K3-6,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KD-16,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KDA-485,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.1,0,0,NA,NA
GEN_49,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,0,1.1,0,1.2,0,1.2,1,0,NA,NA
KDA-517,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.2,0,0,NA,NA
KDA-520,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KeF1-10936,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
KeF2-1045,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KFP-30a,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KFP-31,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1.2,0,1.1,0,0,NA,NA
KFP-6,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
GEN23,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,1.2,0,1.2,1,0,NA,NA
KH-500,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KH-596,marót2022a,Hungary,0,1,1,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KK1-245,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
HAJE_10,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,0,1,0,NA,NA
HAJE_7,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,0,1,0,NA,NA
HELI_11,lipso2017a,Hungary,0,1,0,1,1,1,1,1,1,1,1.3,0,0,0,0,1,0,NA,NA
KK1-251,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.2,0,0,NA,NA
"I2364/GEN_10a, Grave 219/B",olald2018a,Hungary,0,1,0,1,1,1,1,1,1,0,0,1,1.2,0,1,1,0,NA,NA
I2365/GEN_11a/Grave 452,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1.2,1.1,1.2,1,0,NA,NA
"I2741/GEN_20, Grave 49",olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.2,1.1,1.2,1,0,NA,NA
"I2786/GEN_56, Grave 133",olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.2,1.1,1.2,1,0,NA,NA
I2787/GEN_59/Grave 688,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.2,1.1,1.2,1,0,NA,NA
I3528/GEN85/Grave276,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.3,1.1,1.1,1,0,NA,NA
I3529/GEN86/Grave597,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,0,0,1.3,1.1,1.2,1,0,NA,NA
KK1-368,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
I5015/RISE557/F0158/Grave 445,olald2018a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1.2,1.1,1.2,1,0,NA,NA
KK1-541,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KK2-441,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.1,0,0,NA,NA
KK2-445,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.1,0,0,NA,NA
KPM-14,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1,1,1.1,0,0,NA,NA
KPM-27,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,1,1,1.2,0,0,NA,NA
KV-3367,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.1,0,0,NA,NA
KV-3450,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
LB-1432,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.1,0,0,NA,NA
MH-106,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
MH-107,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
IR1,gamba2014a,Hungary,0,1,0,0,1,1,1,1,1,0.5,1.3,0,1.2,0,1.3,1,1.3,NA,NA
MH1-14,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KO1,gamba2014a,Hungary,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1.3,NA,NA
KO2,gamba2014a,Hungary,0,1,1,0,1,0,1,1,1,1,1,0,1.1,1.1,1,1,1.3,NA,NA
MH-137,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
KON_2,lipso2017a,Hungary,0,1,1,1,1,1,1,1,1,1,1.3,0,0,0,0,1,0,NA,NA
MH1-4,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
MH-153,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
M6-116.12,lipso2017a,Hungary,0,1,0,1,0,1,1,1,1,1,1.3,0,1.2,0,1,1,0,NA,NA
MH1-9,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1.1,0,0,NA,NA
MH-88,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,0,0,0,1,0,0,NA,NA
MM-131,marót2022a,Hungary,0,1,0,1,1,1,1,1,1,1,1.1,1,0,0,1.2,0,0,NA,NA
NE1,gamba2014a,Hungary,0,1,1,0,1,1,1,1,1,0.5,1,1,1.2,1.1,1.2,1,1.3,NA,NA
