CitationID,Name,Affiliation
olald2018a,"Tusa, Sebastiano","Soprintendenza del Mare, Palermo, 90133, Italy"
olald2018a,"Valenti, Antonella","Prima Archeologia del Mediterraneo, Partanna, 91028, Italy"
olald2018a,"Velemínský, Petr","Department of Anthropology, National Museum, Prague, 115 79, Czech Republic"
olald2018a,"Vergnaud, Luc","ANTEA Bureau d'étude en Archéologie, Habsheim, 68440, France"
olald2018a,"Waddington, Clive","Archaeological Research Services Ltd, Bakewell, DE45 1HB, UK"
olald2018a,"Włodarczak, Piotr","Institute of Archaeology and Ethnology, Polish Academy of Sciences, Kraków, 31-016, Poland"
olald2018a,"Zanini, Alessandro","Università degli Studi di Palermo, Agrigento, 92100, Italy"
olald2018a,"Zilhão, João","Centro de Arqueologia, Universidade de Lisboa, Lisboa, 1600-214, Portugal"
olald2018a,"Zilhão, João","Institució Catalana de Recerca i Estudis Avançats, Barcelona, 08010, Spain"
olald2018a,"Zilhão, João","Departament d'Història i Arqueologia, Universitat de Barcelona, Barcelona, 08001, Spain"
olald2019a,"Adamski, Nicole","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Aguilella Arzo, Gustau","Servicio de Investigaciones Arqueológicas y Prehistóricas de la Diputación de Castellón, Castelló de la Plana, Spain"
olald2019a,"Agustí, Bibiana","INSITU S.C.P., Centelles, Spain., Museu d'Arqueologia de Catalunya-Ullastret, Ullastret, Spain"
olald2019a,"Alonso-Fernández, Carmen","Cronos S.C. Arqueología y Patrimonio, Burgos, Spain"
olald2019a,"Alt, Kurt Werner","Center of Natural and Cultural Human History, Danube Private University, Krems, Austria"
olald2019a,"Alt, Kurt Werner","Department of Biomedical Engineering and Integrative Prehistory and Archaeological Science, Basel University, Basel, Switzerland"
olald2019a,"Barciela González, Virginia","Departamento de Prehistoria, Arqueología e Historia Antigua, Facultad de Filosofía y Letras, Universidad de Alicante, San Vicente del Raspeig, Spain"
olald2019a,"Barciela González, Virginia","Instituto Universitario de Investigación en Arqueología y Patrimonio Histórico (INAPH), San Vicente del Raspeig, Spain"
olald2019a,"Barroso, Cecilio","Fundación Instituto de Investigación de Prehistoria y Evolución Humana (FIPEH), Lucena, Spain"
olald2019a,"Benítez de Lugo Enrich, Luis","Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid, Madrid, Spain"
olald2019a,"Benítez de Lugo Enrich, Luis","Departamento de Prehistoria y Arqueología, Universidad Nacional de Educación a Distancia, Madrid, Spain"
olald2019a,"Benito Sánchez, María","Departamento de Medicina Legal, Psiquiatría y Anatomía Patológica, Universidad Complutense de Madrid, Madrid, Spain"
olald2019a,"Bermúdez, Francisco J.","Fundación Instituto de Investigación de Prehistoria y Evolución Humana (FIPEH), Lucena, Spain"
olald2019a,"Blasco, Concepción","Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid, Madrid, Spain"
olald2019a,"Broomandkhoshbacht, Nasreen","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Broomandkhoshbacht, Nasreen","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"Burch, Josep","Institut de Recerca Històrica, Universitat de Girona, Girona, Spain"
olald2019a,"Carrión Marco, Yolanda","Departament de Prehistòria, Arqueologia i Historia Antiga, Universitat de València, València, Spain"
olald2019a,"Castanyer, Pere","Museu d'Arqueologia de Catalunya-Empúries, L'Escala, Spain"
olald2019a,"Cebrià, Artur","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"Cheronet, Olivia","Department of Evolutionary Anthropology, University of Vienna, Vienna, Austria"
olald2019a,"Codina, Ferran","Museu d'Arqueologia de Catalunya-Ullastret, Ullastret, Spain"
olald2019a,"Collado Beneyto, Isabel","Museu Arqueológic Vicent Casanova, Bocairent, Spain"
olald2019a,"Coromina, Neus","Institut de Recerca Històrica, Universitat de Girona, Girona, Spain"
olald2019a,"Culleton, Brendan J.","Department of Anthropology and Institutes of Energy and the Environment, The Pennsylvania State University, University Park, PA, USA"
olald2019a,"Daura, Joan","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"de Prado, Gabriel","Museu d'Arqueologia de Catalunya-Ullastret, Ullastret, Spain"
olald2019a,"Delibes de Castro, Germán","Departamento de Prehistoria, Facultad de Filosofía y Letras, Universidad de Valladolid, Valladolid, Spain"
olald2019a,"Díaz-Carvajal, Antònia","Universitat de Barcelona-GRAMP/Museu Arqueològic de l'Esquerda, Roda de Ter, Spain"
olald2019a,"Diez-Castillo, Agustín A.","GRAM Research Group, Departament de Prehistòria, Arqueologia i Historia Antiga, Universitat de València, València, Spain"
olald2019a,"Dulias, Katharina","Department of Biological and Geographical Sciences, School of Applied Sciences, University of Huddersfield, Huddersfield, UK"
olald2019a,"Edwards, Ceiridwen J.","Department of Biological and Geographical Sciences, School of Applied Sciences, University of Huddersfield, Huddersfield, UK"
olald2019a,"Esparza Arroyo, Ángel","GIR PrehUSAL, Departamento de Prehistoria, Historia Antigua y Arqueología, Universidad de Salamanca, Salamanca, Spain"
olald2019a,"Estalrrich, Almudena","Instituto Internacional de Investigaciones Prehistóricas de Cantabria IIIPC (Universidad de Cantabria-Gobierno de Cantabria-Santander), Santander, Spain"
olald2019a,"Farré, Joan Francès","Museu i Poblat Ibèric de Ca n'Oliver, Cerdanyola del Vallès, Spain"
olald2019a,"Fernandes, Daniel","Department of Evolutionary Anthropology, University of Vienna, Vienna, Austria"
olald2019a,"Fernandes, Daniel","Research Center for Anthropology and Health, Department of Life Science, University of Coimbra, Coimbra, Portugal"
olald2019a,"Fernández Flores, Álvaro","Arqueología y Gestión S.L.L., Fuentes de Andalucia, Spain"
olald2019a,"Fernández-Eraso, Javier","Departamento de Geografía, Prehistoria y Arqueología, Universidad del País Vasco, Vitoria, Spain"
olald2019a,"Ferrando-Bernal, Manuel","Institute of Evolutionary Biology, CSIC-Universitat Pompeu Fabra, Barcelona, Spain"
olald2019a,"Finlayson, Clive","The Gibraltar National Museum, Gibraltar"
olald2019a,"Finlayson, Clive","Department of Anthropology, University of Toronto, Toronto, ON, Canada"
olald2019a,"Finlayson, Clive","School of Natural Sciences and Psychology, Liverpool John Moores University, Liverpool, UK"
olald2019a,"Finlayson, Clive","Institute of Life and Earth Sciences, University of Gibraltar, Gibraltar"
olald2019a,"Finlayson, Geraldine","The Gibraltar National Museum, Gibraltar"
olald2019a,"Finlayson, Geraldine","School of Natural Sciences and Psychology, Liverpool John Moores University, Liverpool, UK"
olald2019a,"Finlayson, Geraldine","Institute of Life and Earth Sciences, University of Gibraltar, Gibraltar"
olald2019a,"Finlayson, Stewart","The Gibraltar National Museum, Gibraltar"
olald2019a,"Finlayson, Stewart","Department of Life Sciences, Anglia Ruskin University, Cambridge, UK"
olald2019a,"Flores Fernández, Raúl",\N
olald2019a,"Foix, Arturo Oliver","Servicio de Investigaciones Arqueológicas y Prehistóricas de la Diputación de Castellón, Castelló de la Plana, Spain"
olald2019a,"Fullola, Josep Maria","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"Gandini, Francesca","Department of Biological and Geographical Sciences, School of Applied Sciences, University of Huddersfield, Huddersfield, UK"
olald2019a,"García Atiénzar, Gabriel","Departamento de Prehistoria, Arqueología e Historia Antigua, Facultad de Filosofía y Letras, Universidad de Alicante, San Vicente del Raspeig, Spain"
olald2019a,"García Atiénzar, Gabriel","Instituto Universitario de Investigación en Arqueología y Patrimonio Histórico (INAPH), San Vicente del Raspeig, Spain"
olald2019a,"García Borja, Pablo","Departamento de Prehistoria e Historia Antigua, Universidad Nacional de Educación a Distancia, Valencia, Spain"
olald2019a,"García-Puchol, Oreto","PREMEDOC Research Group, Departament de Prehistòria, Arqueologia i Historia Antiga, Universitat de València, València, Spain"
olald2019a,"Garrido-Pena, Rafael","Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid, Madrid, Spain"
olald2019a,"Giles-Guzmán, Francisco","The Gibraltar National Museum, Gibraltar"
olald2019a,"Gonçalves, Victor S.","UNIARQ, Faculdade de Letras, Universidade de Lisboa, Lisboa, Portugal"
olald2019a,"Guerra-Doce, Elisa","Departamento de Prehistoria, Facultad de Filosofía y Letras, Universidad de Valladolid, Valladolid, Spain"
olald2019a,"Haak, Wolfgang","Max Planck Institute for the Science of Human History, Jena, Germany"
olald2019a,"Haak, Wolfgang","School of Biological Sciences, University of Adelaide, Adelaide, Australia"
olald2019a,"Hernández Pérez, Mauro S.","Departamento de Prehistoria, Arqueología e Historia Antigua, Facultad de Filosofía y Letras, Universidad de Alicante, San Vicente del Raspeig, Spain"
olald2019a,"Hernández Pérez, Mauro S.","Instituto Universitario de Investigación en Arqueología y Patrimonio Histórico (INAPH), San Vicente del Raspeig, Spain"
olald2019a,"Herrero-Corral, Ana Mercedes","Departamento de Prehistoria, Universidad Complutense de Madrid, Madrid, Spain"
olald2019a,"Jiménez Arenas, Juan Manuel","Departamento de Prehistoria y Arqueología, Universidad de Granada, Granada, Spain"
olald2019a,"Jiménez Arenas, Juan Manuel","Instituto Universitario de la Paz y los Conflictos, Universidad de Granada, Granada, Spain"
olald2019a,"Jiménez Arenas, Juan Manuel","Department of Anthropology - Anthropologisches Institut and Museum, Universität Zürich, Zürich, Switzerland"
olald2019a,"Jiménez Echevarría, Javier","Cronos S.C. Arqueología y Patrimonio, Burgos, Spain"
olald2019a,"Juan-Cabanilles, Joaquim","Museu de Prehistoria/SIP, Diputació de València, València, Spain"
olald2019a,"Kennett, Douglas J.","Department of Anthropology and Institutes of Energy and the Environment, The Pennsylvania State University, University Park, PA, USA"
olald2019a,"Kennett, Douglas J.","Department of Anthropology, University of California, Santa Barbara, CA, USA"
olald2019a,"Lalueza-Fox, Carles","Institute of Evolutionary Biology, CSIC-Universitat Pompeu Fabra, Barcelona, Spain"
olald2019a,"Lawson, Ann Marie","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Lawson, Ann Marie","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"Liesau, Corina","Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid, Madrid, Spain"
olald2019a,"Lillios, Katina T.","Department of Anthropology, University of Iowa, Iowa City, IA, USA"
olald2019a,"Llanos, Armando","Instituto Alavés de Arqueología, Vitoria-Gasteiz, Spain"
olald2019a,"López-Cachero, F. Javier","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"López-Reyes, Daniel","Arqueovitis sccl., Avinyonet del Penedès, Spain"
olald2019a,"López-Serrano, David","Estrats, Treballs d'Arqueologia SL, El Campello, Spain"
olald2019a,"Lozano, Marina","Institut Català de Paleoecologia Humana i Evolució Social (IPHES), Tarragona, Spain"
olald2019a,"Lozano, Marina","Àrea de Prehistòria, Universitat Rovira i Virgili (URV), Tarragona, Spain"
olald2019a,"Mack, Jennifer","Office of the State Archaeologist, University of Iowa, Iowa City, IA, USA"
olald2019a,"Mah, Matthew","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Mah, Matthew","Broad Institute of MIT and Harvard, Cambridge, MA, USA"
olald2019a,"Mah, Matthew","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"Majó, Tona","Archaeom. Departament de Prehistòria, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Spain"
olald2019a,"Mallick, Swapan","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Mallick, Swapan","Broad Institute of MIT and Harvard, Cambridge, MA, USA"
olald2019a,"Mallick, Swapan","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"McClure, Sarah B.","Department of Anthropology, University of California, Santa Barbara, CA, USA"
olald2019a,"Merino Pérez, Marta","Unitat d'Antropologia Física, Departament de Biologia Animal, Facultat de Biologia, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"Morales, Juan Ignacio","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"Moreno-Márquez, Adolfo","Departamento de Historia, Geografía y Filosofía, Universidad de Cádiz, Cádiz, Spain"
olald2019a,"Moreno-Márquez, Adolfo","Departamento de Geografía, Historia y Humanidades, Universidad de Almería, Almería, Spain"
olald2019a,"Mujika-Alustiza, José Antonio","Departamento de Geografía, Prehistoria y Arqueología, Universidad del País Vasco, Vitoria, Spain"
olald2019a,"Olalde, Iñigo","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Ollich-Castanyer, Imma","Universitat de Barcelona-GRAMP/Museu Arqueològic de l'Esquerda, Roda de Ter, Spain"
olald2019a,"Oms, F. Xavier","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"Oppenheimer, Jonas","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Oppenheimer, Jonas","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"Pala, Maria","Department of Biological and Geographical Sciences, School of Applied Sciences, University of Huddersfield, Huddersfield, UK"
olald2019a,"Pascual Berlanga, Guillermo",\N
olald2019a,"Patterson, Nick","Broad Institute of MIT and Harvard, Cambridge, MA, USA"
olald2019a,"Pedro Michó, María Jesús de","Museu de Prehistòria de València, València, Spain"
olald2019a,"Pinhasi, Ron","Department of Evolutionary Anthropology, University of Vienna, Vienna, Austria"
olald2019a,"Ramos-García, Pablo","School of Dentistry, University of Granada, Granada, Spain"
olald2019a,"Ramos-Muñoz, José","Departamento de Historia, Geografía y Filosofía, Universidad de Cádiz, Cádiz, Spain"
olald2019a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Reich, David","Broad Institute of MIT and Harvard, Cambridge, MA, USA"
olald2019a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"Richards, Martin B.","Department of Biological and Geographical Sciences, School of Applied Sciences, University of Huddersfield, Huddersfield, UK"
olald2019a,"Ríos, Patricia","Departamento de Prehistoria y Arqueología, Universidad Autónoma de Madrid, Madrid, Spain"
olald2019a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Rosas, Antonio","Paleoanthropology Group, Department of Paleobiology, Museo Nacional de Ciencias Naturales (MNCN)-Consejo Superior de Investigaciones Científicas (CSIC), Madrid, Spain"
olald2019a,"Salazar-García, Domingo C.","Departamento de Geografía, Prehistoria y Arqueología, Grupo de Investigación en Prehistoria, (UPV-EHU)/IKERBASQUE-Basque Foundation for Science, Vitoria, Spain"
olald2019a,"Santos, Marta","Museu d'Arqueologia de Catalunya-Empúries, L'Escala, Spain"
olald2019a,"Sanz Borràs, Montserrat","SERP, Departament d'Història i Arqueologia, Facultat de Geografia i Història, Universitat de Barcelona, Barcelona, Spain"
olald2019a,"Sanz Tormo, Mario",\N
olald2019a,"Silva, Ana Maria","Laboratory of Prehistory, Research Center for Anthropology and Health, Department of Life Sciences, University of Coimbra, Coimbra, Portugal"
olald2019a,"Silva, Ana Maria","UNIARQ, Faculdade de Letras, Universidade de Lisboa, Lisboa, Portugal"
olald2019a,"Silva, Ana Maria","CEF, Department of Life Sciences, University of Coimbra, Coimbra, Portugal"
olald2019a,"Silva, Marina","Department of Biological and Geographical Sciences, School of Applied Sciences, University of Huddersfield, Huddersfield, UK"
olald2019a,"Soares, Pedro","Centre of Molecular and Environmental Biology, Department of Biology, University of Minho, Braga, Portugal"
olald2019a,"Sousa, Ana Catarina","UNIARQ, Faculdade de Letras, Universidade de Lisboa, Lisboa, Portugal"
olald2019a,"Stewardson, Kristin","Department of Genetics, Harvard Medical School, Boston, MA, USA"
olald2019a,"Stewardson, Kristin","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA, USA"
olald2019a,"Toro Moyano, Isidro Jorge","Museo Arqueológico y Etnológico de Granada, Granada, Spain"
olald2019a,"Tremoleda, Joaquim","Museu d'Arqueologia de Catalunya-Empúries, L'Escala, Spain"
olald2019a,"Valera, António C.","Era - Arqueologia, Oeiras, Portugal"
olald2019a,"Velasco-Vázquez, Javier","Departamento de Ciencias Históricas, Universidad de Las Palmas de Gran Canaria, Las Palmas, Spain"
olald2019a,"Vergès, Josep Maria","Institut Català de Paleoecologia Humana i Evolució Social (IPHES), Tarragona, Spain"
olald2019a,"Vergès, Josep Maria","Àrea de Prehistòria, Universitat Rovira i Virgili (URV), Tarragona, Spain"
olald2019a,"Vidal Encinas, Julio Manuel","Junta de Castilla y León, Servicio de Cultura de León, León, Spain"
olald2019a,"Viguera Mínguez, Enrique","Área de Genética, Facultad de Ciencias, Universidad de Málaga, Málaga, Spain"
olald2019a,"Vijande Vila, Eduardo","Departamento de Historia, Geografía y Filosofía, Universidad de Cádiz, Cádiz, Spain"
olald2019a,"Villalba-Mouco, Vanessa","Max Planck Institute for the Science of Human History, Jena, Germany"
olald2019a,"Villalba-Mouco, Vanessa","Departamento de Ciencias de la Antigüedad, Grupo Primeros Pobladores del Valle del Ebro (PPVE), Instituto de Investigación en Ciencias Ambientales (IUCA), Universidad de Zaragoza, Zaragoza, Spain"
olald2019a,"Vivó, David","Institut de Recerca Històrica, Universitat de Girona, Girona, Spain"
olald2019a,"Waterman, Anna ","Mt. Mercy University, Cedar Rapids, IA, USA"
olald2019a,"Zhang, Zhao","Department of Genetics, Harvard Medical School, Boston, MA, USA"
papac2021a,"Aron, Franziska","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Brzobohatá, Hana","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Culleton, Brendan","Institutes of Energy and the Environments, Pennsylvania State University, University Park, PA 16802, USA"
papac2021a,"Daněček, David","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Daněček, David","Central Bohemian Museum in Roztoky u Prahy, Zámek 1, Roztoky, CZ 252 63, Czech Republic"
papac2021a,"Danielisová, Alžběta","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Dobeš, Miroslav","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Dobisíková, Miluše","Department of Anthropology, The National Museum, Prague, Cirkusová 1740, Prague 9, Horní Počernice, CZ 193 00, Czech Republic"
papac2021a,"Ernée, Michal","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Haak, Wolfgang","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Haak, Wolfgang","School of Biological Sciences, The University of Adelaide, Adelaide, SA 5005, Australia"
papac2021a,"Heyd, Volker","Department of Cultures/Archaeology, P.O. Box 59, Unioninkatu 38, 00014 University of Helsinki, Helsinki, Finland"
papac2021a,"Hložek, Josef","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Hložek, Josef","Department of Archaeology, Faculty of Philosophy and Arts, University of West Bohemia in Pilsen, Sedláčkova 38, Pilsen, CZ 301 00, Czech Republic"
papac2021a,"Kennett, Douglas J.","Department of Anthropology, University of California, Santa Barbara, Santa Barbara, CA 93106, USA"
papac2021a,"Klementová, Jana","Central Bohemian Museum in Roztoky u Prahy, Zámek 1, Roztoky, CZ 252 63, Czech Republic"
papac2021a,"Kolář, Jan","Department of Vegetation Ecology, Institute of Botany of the Czech Academy of Sciences, Lidická 25/27, Brno 60200, Czech Republic"
papac2021a,"Kolář, Jan","Institute of Archaeology and Museology, Masaryk University, Arne Nováka 1, Brno 60200, Czech Republic"
papac2021a,"Kostka, Michal","The City of Prague Museum, Kožná 1/475, Prague 1, CZ 110 00, Czech Republic"
papac2021a,"Krause, Johannes","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Krause, Johannes","Max Planck Institute for Evolutionary Anthropology, 04103 Leipzig, Germany"
papac2021a,"Kuchařík, Milan","Labrys o.p.s., Hloubětínská 16/11, Prague 9, CZ 198 00, Czech Republic"
papac2021a,"Kuljavceva Hlavová, Jana","Institute of Preservation of Archaeological Heritage of Northwest Bohemia, Jana Žižky 835, Most, CZ 434 01, Czech Republic"
papac2021a,"Kuna, Martin","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Langová, Michaela","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Limburský, Petr","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Malyková, Drahomíra","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Mattiello, Lucia","Central Bohemian Archaeological Heritage Institute, Nad Olšinami 3/448, Prague 10, CZ 100 00, Czech Republic"
papac2021a,"Neumann, Gunnar U.","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Papac, Luka","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Pecinovská, Monika","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Petr, Krištuf","Department of Archaeology, Faculty of Philosophy and Arts, University of West Bohemia in Pilsen, Sedláčkova 38, Pilsen, CZ 301 00, Czech Republic"
papac2021a,"Petriščáková, Katarína","The City of Prague Museum, Kožná 1/475, Prague 1, CZ 110 00, Czech Republic"
papac2021a,"Pinhasi, Ron","Department of Evolutionary Anthropology, University of Vienna, Althanstrasse 14, 1090 Vienna, Austria"
papac2021a,"Průchová, Erika","Institute of Archaeology, Faculty of Arts, University of South Bohemia in České Budějovice, Branišovská 31a, CZ 370 05, České Budějovice, Czech Republic"
papac2021a,"Reich, David","Howard Hughes Medical Institute, Harvard Medical School, Boston, MA 02115, USA"
papac2021a,"Reich, David","Broad Institute of Harvard and MIT, Cambridge, MA 02142, USA"
papac2021a,"Reich, David","Department of Human Evolutionary Biology, Harvard University, Cambridge, MA 02138, USA"
papac2021a,"Reich, David","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
papac2021a,"Rohland, Nadin","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA"
papac2021a,"Rohrlach, Adam B.","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Rohrlach, Adam B.","ARC Centre of Excellence for Mathematical and Statistical Frontiers, School of Mathematical Sciences, The University of Adelaide, Adelaide, SA 5005, Australia"
papac2021a,"Schiffels, Stephan","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Smejtek, Lubor","Central Bohemian Archaeological Heritage Institute, Nad Olšinami 3/448, Prague 10, CZ 100 00, Czech Republic"
papac2021a,"Špaček, Jaroslav","The Municipal Museum in Čelákovice (formerly), Komenského 1646, Čelákovice, CZ 250 88, Czech Republic (private)"
papac2021a,"Spyrou, Maria A.","Department of Archaeogenetics, Max Planck Institute for the Science of Human History, 07745 Jena, Germany"
papac2021a,"Stránská, Petra","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Šumberová, Radka","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Švejcar, Ondřej","Institute of Archaeology of the Czech Academy of Sciences, Prague, Letenská 4, Prague 1, CZ 118 01, Czech Republic"
papac2021a,"Trefný, Martin","Friedrich Alexander University Erlangen/Nürnberg, Kochstrasse 4/18, DE 91054 Erlangen, Germany"
papac2021a,"Vávra, Miloš","Central Bohemian Archaeological Heritage Institute, Nad Olšinami 3/448, Prague 10, CZ 100 00, Czech Republic"
papac2021a,"Velemínský, Petr","Department of Anthropology, The National Museum, Prague, Cirkusová 1740, Prague 9, Horní Počernice, CZ 193 00, Czech Republic"
pensk2023a,"Atanassova, Nadezhda","Institute of Experimental Morphology, Pathology and Anthropology with Museum, Bulgarian Academy of Sciences, Sofia, Bulgaria"
pensk2023a,"Beutler, Katrin","Eurasia Department, German Archaeological Institute, Berlin, Germany"
pensk2023a,"Boyadzhiev, Kamen","National Archaeological Institute with Museum at the Bulgarian Academy of Sciences, Sofia, Bulgaria"
pensk2023a,"Boyadzhiev, Yavor","National Archaeological Institute with Museum at the Bulgarian Academy of Sciences, Sofia, Bulgaria"
pensk2023a,"Bruyako, Igor","Odesa Archaeological Museum, Odesa, Ukraine"
pensk2023a,"Childebayeva, Ainash","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Chohadzhiev, Alexander","Regional History Museum, Veliko Tarnovo, Bulgaria"
pensk2023a,"Gnecchi-Ruscone, Guido","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Govedarica, Blagoje","Regional History Museum, Veliko Tarnovo, Bulgaria"
pensk2023a,"Haak, Wolfgang","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Hansen, Svend","Eurasia Department, German Archaeological Institute, Berlin, Germany"
pensk2023a,"Karaucak, Mehmet","Eurasia Department, German Archaeological Institute, Berlin, Germany"
pensk2023a,"Krause, Johannes","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Krauss, Raiko","Institute for Prehistory, Early History and Medieval Archaeology, Tübingen, Germany"
pensk2023a,"Leppek, Maleen","Institute for Pre- and Protohistoric Archaeology and Archaeology of the Roman Provinces, Ludwig Maximilian University Munich, Munich, Germany"
pensk2023a,"Manzura, Igor","National Museum of History of Moldova, Chişinău, Republic of Moldova"
pensk2023a,"Neumann, Gunnar U.","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Penske, Sandra","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Privat, Karen","Electron Microscope Unit, Mark Wainwright Analytical Centre, University of New South Wales, Sydney, New South Wales, Australia"
pensk2023a,"Privat, Karen","Earth and Sustainability Science Research Centre, School of Biological, Earth and Environmental Sciences, University of New South Wales, Sydney, New South Wales, Australia"
pensk2023a,"Ringbauer, Harald","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Rohrlach, Adam B.","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Rohrlach, Adam B.","School of Computer and Mathematical Sciences, University of Adelaide, Adelaide, South Australia, Australia"
pensk2023a,"Ross, Shawn","Department of History and Archaeology, Macquarie University, Sydney, New South Wales, Australia"
pensk2023a,"Schmid, Clemens","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
pensk2023a,"Slavchev, Vladimir","Varna Regional Historical Museum, Varna, Bulgaria"
pensk2023a,"Sobotkova, Adéla","Aarhus University, Aarhus, Denmark"
pensk2023a,"Spyrou, Maria A.","Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany"
